defunkt
ezmobius
evanphx
macournoyer
jamesgolick
atmos
mojodna
bmizerany
schacon
ry
mattetti
peterc
al3x
nicksieger
jcrosby
adamwiggins
sprsquish
codahale
halorgium
tobi
raggi
methodmissing
therealadam
trevorturk
zh
eric
Sutto
jmhodges
mdub
progrium
nkallen
tarcieri
pengwynn
mislav
aslakhellesoy
quirkey
mitchellh
mallipeddi
chrisk
taf2
jeresig
svenfuchs
mmcgrana
tmm1
bradfitz
mrb
mperham
kschiess
tenderlove
madrobby
manveru
jmettraux
jimweirich
kr
pauldix
assaf
JEG2
mrflip
shazow
lian
nicolasff
mdeiters
baroquebobcat
yugui
pelle
kennethkalmer
joshbuddy
josevalim
dj2
pangloss
headius
technohippy
jboner
rubenfonseca
copiousfreetime
grosser
brianmario
WardCunningham
rdp
qrush
postmodern
singpolyma
astro
rauchg
remy
grantmichaels
shyouhei
ibc
pauldowman
tonyg
julien51
oldmoe
jakedouglas
pkieltyka
jberkel
jschachter
dsander
ice799
abuiles
etrepum
michaelbernstein
kyledrake
thebaldwin
matz
ztellman
garyburd
ealdent
qdot
jedediah
enricob
catap
cloudhead
vkholodkov
jbellis
chuckremes
tmtm
miyucy
mnielsen
spastorino
agentzh
chaoslawful
kevinweil
antirez
bslatkin
Neopallium
mnot
nf
zhuzhaoyuan
trevorcreech
rattle
joeyrobert
edanuff
inkel
pquerna
addyosmani
afeinberg
hoisie
nathanmarz
andrewvc
jordansissel
evanmiller
yaoweibin
vvuksan
jeremytregunna
jeffkaufman
douglascrockford
petar
s3u
Ladicek
tabatkins
torvalds
lwmruby
wintercg
