mojombo
defunkt
pjhyett
wycats
technoweenie
macournoyer
topfunky
jamesgolick
schacon
bruce
sam
lifo
drnic
peterc
josh
technomancy
rubyist
joshsusser
technicalpickles
timcharper
NZKoz
jeremy
jseifer
chuyeow
jnunemaker
chad
bryanl
marcel
robbyrussell
maddox
tpope
trevorturk
mathie
lukeredpath
miles
mislav
avdi
mbleigh
dchelimsky
patmaddox
jeresig
jamis
bmabey
herrtreas
JackDanger
maccman
Gregg
yfactorial
radar
dhh
jbarnette
tenderlove
floehopper
ddollar
miloops
stevenbristol
tbalthazar
notahat
jimweirich
clarkware
practicingruby
javan
JEG2
olabini
kellishaver
planet-argonbot
pragdave
igrigorik
carmelyne
richkilmer
colszowka
ernie
timnilson
amiel
steveklabnik
matz
sergiosalvatore
unclebob
bowsersenior
cloudhead
pkrumins
leah
KentBeck
soffes
sjl
ginatrapani
pragmaticstudio
Trevoke
bry4n
kristianmandrup
funny-falcon
zedshaw
tater
Kazetsukai
jasonrohrer
RossDewberry
