defunkt
codahale
jmhodges
mitchellh
jeresig
bradfitz
holman
aphyr
hadley
konklone
davecheney
nadimkobeissi
bodil
agl
benlaurie
ln5
david415
jgrahamc
nat
cooperq
rsc
elijh
rakyll
ioerror
nmathewson
tomrittervg
sindresorhus
codegangsta
ggreer
invisiblefunnel
FredericJacobs
hatRiot
adhintz
Randommood
moxie0
diracdeltas
tonistiigi
armon
gtank
crosbymichael
alecmuffett
isislovecruft
vmarmol
wballard
torvalds
FiloSottile
magnumripper
dmitshur
campoy
p-e-w
CaitieM20
Yawning
robpike
phin3has
JordanNoone
adg
gao-sun
Irev-Dev
jackos
