wycats
ry
al3x
codahale
matschaffer
alex
tarcieri
paulstansifer
clarkbw
disnet
elliottslaughter
thoughtpolice
aphyr
evmar
hadley
moonpolysoft
carllerche
namin
darius
pc
mitsuhiko
dcreager
jwiegley
manuel
avibryant
fogus
donpdonp
swannodette
lukego
spolu
rntz
joeyh
doublec
xach
nelhage
zkat
tonyg
bodil
linenoise
fbstj
killercup
ltratt
wlach
apenwarr
agl
johnmyleswhite
bos
ahorn
vmunix
etrepum
warner
jdm
steveklabnik
metajack
DRMacIver
stchang
leto
matz
ztellman
kragen
michiexile
jonnadal
richhickey
migueldeicaza
nrnrnr
puffnfresh
pphaneuf
hdevalence
cmeiklejohn
rtanglao
davidlazar
garybernhardt
munificent
skade
dln
davidascher
avsm
wdenton
whitequark
selenamarie
jonsterling
tef
nat
jaked
alexcrichton
suhr
slavapestov
kinetiknz
anarchivist
fitzgen
shriram
deech
jmitchell
eddyb
npe9
erickt
jwise
atgreen
eevee
joearms
vogel
rsc
jeffgca
abiggerhammer
andrewrk
Kha
akeep
johari
david-christiansen
pchickey
Geal
pervognsen
cdleary
froystig
jedisct1
Hoverbear
milessabin
dredozubov
mraleph
evanmiller
mixedpuppy
pesco
droundy
behdad
marijnh
brson
jckarter
lynaghk
jsgf
nomeata
8l
StefanKarpinski
nikomatsakis
danluu
pcwalton
nmathewson
joshtriplett
pnkfelix
kripken
shepmaster
jonhoo
palvaro
sunshowers
xrchz
troglobit
nadaoneal
plt
sambayless
ms705
carols10cents
ollef
dvanhorn
kemitchell
bcully
cruppstahl
gdb
asutherland
protz
silentbicycle
elly
jbclements
lizzard
hannes
wilcoxjay
be5invis
kingguppy
raphlinus
samth
jrslepak
catid
sayrer
jld
edwinb
dominictarr
gjs
jicama
ztatlock
erights
rrnewton
jryans
cyrus-
jorendorff
LeifAndersen
luser
dimvar
luqmana
Blaisorblade
mflatt
mykmelez
dherman
Lichtso
mbebenita
BrendanEich
andreasgal
gebner
rtsuk
ziman
maxbrunsfeld
echristo
bcantrill
RalfJung
oli-obk
msullivan
jamii
worrydream
Aatch
wtaysom
TiarkRompf
deian
jhellerstein
lemire
rfindler
asajeffrey
kohler
nasser
frewsxcv
shaver
catamorphism
zwarich
UlfNorell
BurntSushi
zooko
randombit
larsbergstrom
chrisamaphone
allenwb
moxie0
JLimperg
lkuper
sophiajt
taktoa
larsmagne
feeley
neilconway
dbp
gbenson
simonpj
wolfpld
simonmar
lizthegrey
malgorithms
githwxi
paf31
virtadpt
andrejbauer
bramcohen
heathermiller
brendanzab
jroesch
emberian
pkhuong
aturon
mchakravarty
nikivazou
yminsky
sursh
evincarofautumn
regehr
tov
belkadan
aatxe
jimblandy
lexi-lambda
nrc
larsbrinkhoff
dkgarg
odersky
BartoszMilewski
jamesbornholt
jozefg
tomerweller
jvns
matthewskelton
brainwane
roconnor
stephaniehobson
Centril
tarasglek
emina
maxtaco
lemonidas
dmacqueen
JeremyRubin
isislovecruft
astump
gvwilson
pythonesque
MatthewFluet
Marwes
frankpfenning
strake
myreen
torvalds
nikhilsaraf
jstray
takeoutweight
velvia
davezarzycki
brendangregg
eliben
wilbowma
thejohnfreeman
Gankra
ashleygwilliams
matthewhammer
danrobinson
huonw
glaebhoerl
tchajed
pron
c-cube
williamstein
mjg59
tomquisel
bzbarsky
scisus
maxsnew
dlicata335
thestinger
spacejam
betanalpha
RobertHarper
kcrary
carl-eastlund
tromey
rjnn
mfelleisen
estebank
joom
Manishearth
athleens
ahmadsalim
ranjitjhala
evancz
codeck
matklad
yallop
wingo
mwillsey
cjgillot
michaelwoerister
heidihoward
pmetzger
giltene
nnethercote
e-n-f
0xa
goldfirere
GavinMendelGleason
yaahc
snchong
sweirich
daanx
achlipala
nano-o
Lysxia
rth7680
mgudemann
axboe
hwayne
k-qy
rxg
juanbono
jorgecarleitao
leodemoura
sparist
JoeyEremondi
ritchie46
GuillaumeGomez
NikolajBjorner
drdreyer
ianlancetaylor
bluss
kearwood
zesterer
Zdancewic
alainfrisch
shwestrick
neel-krishnaswami
strega-nil
sblackshear
jmacd
pnwamk
pigworker
grosu
jsiek
xavierleroy
rxi
varkor
joeduffy
Mytherin
wenkokke
lithiumFlower
llogiq
rossberg
robpike
dselsam
Kobzol
andrewcmyers
antalsz
ornata
lars-t-hansen
wadler
PeterSewell
EdAyers
Chobbes
QuietMisdreavus
augustss
agustinmista
pientka
sdasgup3
JohnReppy
akorotkov
magicmouse
hakantunc
liujed
frankmcsherry
petrochenkov
catalin-hritcu
myrrlyn
loiclec
cgapps
brunocdsoliveira
bellard
anp
bcpierce00
AdrienChampion
powturbo
chandrakananandi
kenmcmil
matthias-blume
nigeltao
MaximilianAlgehed
zraffer
xnning
dijkstracula
withoutboats
andrew-appel
marta-lokhova
tlringer
vnmakarov
veanes
gramseyer
ken
emilypi
effectfully
msprotz
avanhatt
jdunfield
alicemaz
avadacatavra
vmchale
zombodb
mrkgnao
JLockerman
lattner
eeckstein
Tloru
chessai
PLSysSec
jyn514
ShawSumma
pkoronkevich
havrikov
juniorxxue
tlk00
jonjove
kriti-sc
cwida
wasmx
taiki-e
historicalsource
slightknack
unum-cloud
aurora-rs
rustfoundation
komora-io
